"","AnimalID","Day1_T1","Day1_T2","Day1_T3","Day1_T4","Day2_T1","Day2_T2","Day2_T3","Day2_T4","Day3_T1","Day3_T2","Day3_T3","Day3_T4","Day4_T1","Day4_T2","Day4_T3","Day4_T4","Day5_T1","Day5_T2","Day5_T3","Day5_T4","Probe_D5_T1","Probe_D8_T1"
"35","220207_13",3.353709813,21.39535016,20.56710359,21.3675927,10.46128622,4.376795111,20.77875241,24.66016974,12.79512429,20.16047006,10.01353334,19.09796067,17.21044309,20.95649777,21.46313535,6.988830275,4.455039021,9.091949523,13.94240287,10.97812933,25.38236292,23.27969417
"36","220207_14",23.83056871,21.25077016,19.03799796,20.32360909,24.34345035,2.897583618,18.29799076,15.80149653,11.05775826,12.73237311,19.60961098,8.7071866,19.28655395,16.59572608,5.413088686,1.207716334,1.303760368,10.00446538,6.986292535,12.22646648,22.82269824,17.55448685
"37","220207_15",26.99100695,7.990684849,10.01318509,25.42413772,20.03681438,6.296211816,22.63639448,5.960740599,20.10779957,5.153555469,7.162822654,21.06952161,15.31484145,17.81824916,5.471079327,15.82386404,17.06599106,3.77789757,6.729648841,14.34994047,19.90908147,17.7800821
"38","220207_16",24.28336801,23.71579651,34.95477244,36.62621466,22.49377859,4.1564514,22.8727725,20.51948289,21.58233502,13.18322802,17.16751183,18.79150458,3.217747432,10.31246967,13.76036606,6.647329315,5.374628626,16.95700392,4.137050601,4.079217969,18.13370286,26.78446907
"39","220207_17",26.75134045,22.76379176,27.17790417,18.9789148,20.3992449,7.882687925,10.43872884,4.6599979,3.524415709,15.8556903,8.342349091,14.69401869,16.92815731,8.507938437,14.5472932,10.14115362,9.565333725,7.277487015,4.158354348,15.49560511,22.14837498,18.6448022
"40","220207_18",7.073620449,24.97178075,20.34308556,26.3183317,24.40512763,5.16347934,28.16689192,21.07232553,24.7351838,23.69977058,8.03040753,6.934986483,6.211979632,7.977340228,22.68416303,6.401489921,5.461163795,2.534912786,5.314247127,7.725881081,20.97238508,18.1323048
"41","220207_19",20.52854205,23.31571087,17.13477637,17.41457112,16.28801517,14.27674585,17.77536198,15.54058246,17.5658803,9.833207298,9.246047866,5.36474651,8.985988353,5.999103698,9.356115343,3.204426091,4.736344481,13.82073138,5.448591569,14.40357599,15.85517205,14.26652132
"42","220207_1",28.14755808,19.85325828,21.79891122,20.33783772,28.16595537,23.71078119,17.11542931,20.52169733,27.91990245,15.82332606,26.66241026,17.66259605,21.120057,22.85683991,18.0031026,18.805395,12.56530433,8.490343719,3.846373755,15.80390488,25.85079344,18.37456119
"43","220207_20",22.88067301,21.01044295,16.86123037,25.95853827,18.89188532,15.32085394,15.25246149,8.528768344,8.93088577,8.676759934,6.613257546,6.540517674,7.878339309,8.225251571,14.296651,6.099403406,4.627746866,11.1471714,6.265130168,7.229048217,18.05044086,15.06568903
"44","220207_21",21.02550569,21.93088118,21.4618467,17.83803831,12.17050452,16.60599771,7.292202194,4.255920467,15.17257009,20.58596027,7.864982913,6.756927298,10.36258715,13.23413247,8.934646481,5.533426857,8.936404916,9.895564578,5.155497005,6.068923349,18.76589038,16.07780805
"45","220207_22",7.344980108,22.18117431,25.89087282,18.84413589,17.17479894,7.311545017,19.3003227,12.05551854,21.3767663,7.390200147,9.693082478,4.542668219,8.225975518,14.27072409,17.71442243,3.682500846,8.79915396,7.269315727,9.169888673,9.143018491,22.6910527,18.15784154
"46","220207_23",25.34405463,24.50143049,8.29245078,21.05860985,15.84748028,13.12487623,19.41110109,16.47227767,12.3576189,6.837241339,11.65829157,2.695799045,5.627031116,8.199792688,4.990213342,7.212069747,5.509650772,5.217420619,7.880401952,7.813237431,19.18060223,20.58344562
"47","220207_24",24.30601154,20.36737018,20.52823043,25.24249389,30.32920302,12.28985662,18.66639923,14.44913321,21.01474451,16.32020449,6.647120193,1.940038411,12.51718356,8.407646839,8.359718082,4.124678128,5.576528617,12.62816952,2.777159311,8.085744208,17.55663632,20.69396721
"48","220207_25",31.14143955,20.41600389,23.29898666,24.31290292,20.5001817,19.90033886,18.21668382,11.90174993,18.36354966,18.07674299,18.03550489,18.69819453,18.15497168,15.94130692,21.7984771,8.401988433,4.606853667,13.47508115,5.987174059,13.29283317,24.12091145,23.15501683
"49","220207_2",27.44317912,21.24449239,19.08008771,23.99101368,11.87889924,6.238951404,15.87977462,16.45324151,23.40657579,20.0189171,4.519034645,4.295807646,3.88522598,5.747579961,9.569153437,2.310928216,4.941701154,13.44769735,14.57191767,14.82341333,22.40251017,20.71649054
"50","220207_3",11.73599199,21.95976044,19.90330582,20.65334904,21.38751769,18.50590075,19.70566001,17.60170721,10.37952729,8.257886527,14.08392995,3.166373982,6.247567845,8.509950844,12.9872468,10.63601326,3.302388959,6.369409566,6.849335481,6.451016598,20.63573487,19.84797607
"51","220207_4",11.28738554,23.95532884,18.00727846,19.92082869,17.23184302,10.48352671,13.4692967,17.01016212,12.57065836,14.90296654,11.88315544,7.360186441,6.140192936,10.74630731,17.70679315,1.832873197,3.925902026,2.849765786,4.404708254,5.969607681,19.51568035,18.15015099
"52","220207_9",25.29937808,24.02595952,20.24685752,20.63172117,20.71616534,2.063027762,9.903178739,5.435392369,3.083004177,20.64655792,14.92189673,13.35112564,21.45125761,4.558783148,9.663195126,6.253531609,3.921982452,5.811206853,10.82722061,4.889156702,20.22921592,18.21331618
"53","220606_10",20.44706932,8.115236424,17.42585027,13.79479125,17.03689472,15.95022018,19.11782395,17.76851678,26.55570481,9.991683589,16.77169931,11.14609186,10.67929676,9.681902201,20.6044196,7.827429365,7.088068278,5.924423543,9.621933247,6.263410679,17.85474167,20.14269954
"54","220606_11",16.32374795,23.58363407,18.94528749,16.12253444,18.78317799,21.76856743,14.90459224,10.48936399,5.247276518,4.269676928,4.527948279,3.981110539,8.640095164,3.618544844,3.404124487,3.811859767,4.933779051,5.012875453,1.248684682,4.036570711,19.79228373,17.70264977
"55","220606_12",21.0547003,29.70320673,27.84085415,18.01523701,24.15099146,12.09894705,23.79298635,11.40182065,14.57156826,9.798008533,12.42689717,1.926208191,6.676175359,3.902673166,3.796434197,6.816695568,1.550614335,5.845854254,3.643976423,1.441592004,19.42794113,20.06701345
"56","220606_13",3.272583621,24.23172548,25.99669696,13.90428534,25.87670494,9.135307815,15.6270927,5.896843777,20.99840615,18.59852732,10.11480181,4.275062699,7.1747512,11.99487852,7.415977313,12.91056584,3.963891395,2.933595591,20.30324138,9.553734578,17.41281293,14.81632346
"57","220606_14",4.003550196,20.36595828,6.461527347,21.36955451,20.89519917,2.970781568,13.66862876,6.193540283,11.31624849,6.540891832,10.66670581,7.648592422,11.70463453,6.540142645,8.297753407,2.259281615,5.57186284,5.543984128,11.78104997,6.006942694,17.96678964,20.31375316
"58","220606_1",3.861607564,26.98984569,22.02719682,5.753080804,18.85343153,3.375,4.258783438,2.026295971,9.053884745,11.72218366,10.20360584,0.676208195,19.66900233,17.80673987,8.545960665,6.477509335,10.05330297,9.121455658,7.532091772,6.845536321,20.09381133,22.80189607
"59","220606_2",5.750936387,24.67433054,28.13122452,21.24411056,16.34670829,2.625,11.0833013,19.33558496,10.71420909,20.2852809,13.8812987,1.551208191,20.61860564,11.27584626,15.82451281,4.793868021,0.439440529,10.46337354,4.723721791,7.350009152,20.72455516,19.38129267
"60","220606_3",5.620448041,20.39644655,24.50451716,21.58086015,19.96064576,2.198791809,19.06280931,5.686288611,14.33570479,22.89686143,14.41983834,10.24909513,15.06468704,10.53692684,15.86424354,13.21391348,3.313615048,15.98557341,12.43935715,18.18371181,20.84208348,17.24229566
"61","220606_4",21.57295243,19.33195374,17.83985335,16.80271974,6.996566879,4.756040956,9.422669342,8.54048308,20.8419007,3.3816563,20.7244027,8.64266751,9.154584191,4.910809209,3.513135136,4.116243088,2.37834338,1.955383578,3.444119746,4.595951542,16.2142986,17.45921683
"62","220606_5",22.08989121,28.68129971,4.759651528,24.19632817,14.72195922,6.532892813,15.14501784,14.65418945,16.91352328,6.203929998,3.628051689,2.295167235,19.91282764,16.82134994,4.340840667,7.655091136,2.193115051,6.526834289,4.63145294,3.54876587,15.95856361,16.53353156
"63","220606_6",14.07973634,16.28640949,19.38798297,19.20869558,18.63587588,9.401999442,19.88091683,19.11779475,20.335059,6.663558173,6.687161103,14.76504666,6.455542369,11.13275012,3.927833287,3.3511701,6.166934658,8.096639061,8.734138781,10.16954074,20.11139491,15.59784863
"64","220606_7",29.44093668,20.39308428,18.83559245,17.66007994,21.51792169,20.41597103,19.86345561,8.475029013,11.82352536,6.81838966,5.227967057,2.57166582,6.003844021,8.061063535,16.7109125,2.067881427,3.897583622,11.35143261,8.543739188,10.25618193,21.5837999,18.59154196
"65","220606_8",21.64490476,20.26179531,19.37954441,18.92851914,23.07509512,16.12462467,9.480734017,21.28569123,5.997014881,6.859236621,13.18488044,2.992206151,3.954270892,8.54296677,5.806936701,6.239062474,8.298501916,6.594628759,5.867423286,5.342645261,17.02959513,15.53859046
"66","220606_9",26.66512389,23.81865841,28.591694,20.4860329,24.85966234,3.272583618,6.080326756,6.371988496,21.95195997,17.58263771,6.077768788,3.059582834,21.28236703,22.41225891,20.37054094,4.977416382,3.641405948,14.07991386,9.402888367,3.309274662,19.48851108,18.84812252
"67","190715_10",24.87638245,23.70998173,30.71049361,23.79565857,9.257058574,1.696874376,8.532374763,20.18759875,22.97321125,18.25734867,16.83521037,12.60829105,6.365983865,12.5035621,4.649384868,10.5980575,9.042073877,5.987879224,4.024087952,19.81834864,22.40451586,21.36314292
"68","190715_1",11.69384928,21.43463214,17.35099416,13.02520898,21.33060241,13.77736123,16.13859707,11.75285214,14.25679461,1.804673435,2.029959039,15.32530022,7.470394464,7.917778263,4.335549103,8.034359253,1.823668706,2.593123727,4.955542754,0.623082563,16.75410241,14.95627578
"69","190715_2",29.9009451,10.86442003,21.35200363,19.67279287,18.14404301,6.72973531,5.256027887,10.34257586,7.041735817,4.900698375,19.23260889,15.1999904,5.955113689,2.302939043,6.938115873,8.227042732,8.947547281,4.219224658,1.776473999,6.185235982,16.70365016,16.3133792
"70","190715_3",28.97121537,32.65016873,38.16066509,40.07175344,16.15281703,18.85416444,14.04436834,28.861681,6.040306657,3.907982137,2.906648179,8.441126295,7.571668804,16.32607986,8.396144253,5.542685875,1.200451552,7.218866304,13.84436514,12.456296,21.95027525,18.49271118
"71","190715_4",26.53698285,18.4624219,26.92679729,19.95473096,19.19405868,1.443357044,14.20516382,4.560352268,6.860128721,3.328149381,40.23802682,4.038286388,5.050349008,2.380427914,2.998016588,6.112150784,8.743168434,4.264638469,0.856976316,4.074355321,22.44229657,22.6859709
"72","190715_5",21.50162848,25.57138536,12.53277264,4.651753328,10.34567785,18.33158877,8.912889367,17.43153927,11.51984578,18.11857736,18.30304421,17.41924777,18.81110676,6.241079068,7.004891692,1.972051185,3.439990762,6.695500591,7.440576629,16.30797033,20.23667763,17.49770141
"73","190715_6",22.79642887,26.54631388,17.77104509,24.68537418,16.66075516,10.77382024,9.298745296,14.98886184,22.50299402,5.392482077,6.514120612,4.823827892,7.615678035,5.006216435,19.54198367,3.169274329,1.472051188,16.51116418,3.677937176,8.318514454,18.7133858,17.75215683
"74","190715_7",29.69389063,40.30826585,23.43420742,19.64607279,12.82643489,17.31351126,4.891236565,15.61944781,9.809472874,15.15506244,3.393397827,2.759558824,16.21476037,4.224184693,6.512453081,0.625,10.12346654,18.6291511,1.89070281,3.722433626,17.97357353,18.41186471
"75","190715_8",26.48663739,24.38155443,45.02592963,36.67247634,19.54224957,0.94802295,19.11059344,2.350886062,1.587889363,17.78041185,13.44793825,2.391001313,17.46980523,5.954219153,24.48077807,1.346449181,11.40213818,3.158224807,4.224257857,7.933811355,17.07422391,16.21787051
"76","190715_9",24.73795921,14.83320187,29.5228109,22.16283461,24.93468006,4.901773039,24.2729664,6.855110943,21.34073231,6.63162502,18.59018553,4.996278382,18.47803071,5.663030347,5.065469944,3.727351996,4.208923083,12.68372019,14.17805488,22.54977575,17.32500467,16.59115965
"77","210503_10",26.086588,20.72338308,13.46357964,8.364231284,12.965503,12.15186025,13.87635331,1.35745523,5.500398002,4.813077396,14.24926681,7.71608032,4.479889718,4.622897049,3.86426131,6.959504875,11.20603791,8.592198127,5.27225581,5.532515405,19.90852292,16.96632673
"78","210503_11",20.68281193,23.12010688,7.778553325,17.46129471,22.87422836,13.73947538,19.07231153,17.43249758,4.251930959,14.90913462,5.596634729,3.412561802,5.205883228,4.96608985,10.46785788,4.253915528,20.11016492,18.63130094,18.67815707,11.79411102,18.55954379,15.58138642
"79","210503_12",27.84136477,6.550570761,26.66314299,23.09878632,27.22752843,2.962509904,19.13249397,9.45362954,17.58045976,24.04007762,18.38220183,10.55866403,14.6125561,4.379271791,9.829076718,10.62629501,10.65508926,18.34407521,14.90039095,17.84398235,24.30162627,15.31399867
"80","210503_13",4.624590501,8.812701265,14.74127168,16.07017563,8.707386524,4.723662586,4.087089381,7.429098571,3.721144457,5.07237638,14.79796067,3.449951771,6.994558639,4.368655673,2.733792185,2.776541306,5.718768386,3.75784254,6.596137136,3.543274552,17.28012602,15.99209083
"81","210503_14",4.854322407,22.76874182,21.3524578,17.78224492,20.70928274,5.288560749,6.335132385,17.5064802,2.974039819,3.524214251,7.240124046,2.988495383,20.39161641,3.855286564,7.360677198,1.621105482,4.718887113,12.61462412,4.487380625,4.448672455,19.96369391,17.57439096
"82","210503_15",18.55994804,22.0214472,17.29534524,4.702156218,19.96756328,14.67931038,11.30424131,14.2379559,13.40524167,13.66923327,17.16070928,8.33613206,6.057539393,6.27636716,2.511536645,5.520742806,4.684777504,8.291039251,1.346208171,3.475471986,17.68615895,15.60240977
"83","210503_16",14.95173391,8.127371092,9.060693642,7.323290156,4.328857344,20.89982406,8.838740396,19.22477898,12.72483801,22.2906542,21.49449226,2.414894443,19.06539305,18.60873279,9.093235869,6.091465147,19.18396821,10.89870237,16.08777309,4.895319669,16.31534104,14.90800254
"84","210503_17",31.93719346,19.74086355,25.46648258,22.49091134,24.10880313,3.73239983,11.35626526,18.83691901,22.10995151,11.33636303,5.629751033,11.18808339,8.684880389,22.52025704,10.53260772,20.65094256,3.839606034,23.26047434,4.567159332,12.2253768,17.88327261,18.37688992
"85","210503_18",27.32350125,26.03640116,18.6059403,18.49757055,17.84683549,21.18710365,18.58836204,14.32827285,10.04326556,7.959540071,7.020149488,7.376181335,7.397606628,5.079864189,5.083122892,13.36145217,4.771408513,9.658325138,9.653594358,7.235515645,22.18771827,16.91874442
"86","210503_19",4.239023506,17.91653532,18.62066551,15.31947646,15.77332043,15.37229576,17.97159958,8.382061566,7.254228765,7.032264137,16.50488804,3.232744597,12.6723516,4.16166857,5.939217774,3.772533567,3.350571664,6.106554521,11.51601875,5.725246885,15.14074562,13.23208261
"87","210503_1",16.40849505,11.14376011,10.62088436,6.042214339,7.660729266,4.517263482,3.59534339,3.300129822,18.15473665,7.78345437,5.126633042,1.303467871,8.564102314,3.182823769,5.434011924,5.486644972,4.308653684,3.40273801,6.179729056,4.59498055,16.71090081,16.84901619
"88","210503_20",20.9993359,9.734897991,19.47743729,20.3272642,19.18610145,11.65347525,8.66120028,6.276326214,8.076126745,6.106771315,4.558702654,2.62124297,8.128070025,6.926712394,4.711280472,2.196979189,3.544262791,5.420403455,3.533625603,4.109616046,18.45005204,19.19549498
"89","210503_21",22.52053746,17.51101,21.11939563,7.862520202,17.8848634,9.886092206,12.22885643,6.507613312,5.508814718,7.565832408,3.919138984,3.466697753,7.098942808,7.348715109,4.871025716,3.894206623,3.503034742,2.089331924,6.865540053,6.846863609,19.84345244,17.94722501
"90","210503_22",0.375,9.285173038,27.55515214,19.55616504,15.36655792,16.56520722,19.54275546,16.21195514,16.84307138,17.79789649,25.4228581,2.972242488,11.4765637,9.587778953,11.94169244,19.33068256,5.031276544,7.216707117,8.563497508,13.80872536,20.14974347,17.58411807
"91","210503_2",21.29724043,11.10816572,20.42438652,19.38852875,20.60397681,19.14501633,14.77873855,17.25623428,16.01354457,16.55676872,20.679007,4.828887292,11.99166992,8.36596939,3.931573801,2.759294964,3.63981599,19.55928111,5.731048745,3.90063429,17.927081,16.62623998
"92","210503_3",24.1577204,16.33481385,15.71115088,6.853169412,18.26336228,4.988878297,8.731847328,8.339384703,11.65046775,8.988316663,8.15406639,12.29792758,15.9078053,11.2815887,4.864427404,5.338382306,6.883869047,3.399509986,5.078515375,2.79129076,22.67142246,18.27674499
"93","210503_4",23.76548901,18.98671745,17.06512522,16.21355687,24.04525093,19.72957894,16.98858141,2.89848266,10.91328295,13.92312156,12.01185567,5.102039456,8.211187658,7.68859465,4.908138072,4.944034734,3.172821684,2.066435378,1.017654598,1.4442554,17.32549719,15.77606726
"94","210503_5",21.58590673,20.68862811,19.77669797,22.81201042,21.46042825,20.1884952,22.9077686,23.14256528,23.87294135,23.39386986,27.02795956,18.57505721,22.10088181,8.816485606,17.98889231,8.978947421,6.2360763,6.024582394,11.57612368,15.04031944,19.33441628,16.72892295
"95","210503_6",2.212850462,16.59050695,14.40556456,15.70710376,6.641070134,6.827619304,5.435201719,8.147731234,11.85773615,6.693269836,8.672286786,6.648281211,3.562127203,6.032100164,7.06073739,7.528455041,4.467834732,5.654527777,3.790552106,11.03089493,23.40503189,19.67561776
"96","210503_7",9.019547183,10.76311158,18.8112789,16.10562463,17.92750233,1.318811979,14.95633689,5.598943253,17.95041103,4.440822442,5.691130223,4.301250599,7.979041423,3.161792442,3.670677877,5.954790749,8.424569636,1.866241313,5.718245783,9.2850003,19.38928428,17.71835233
